"","components(g)$membership"
"GCF_017745345.1_ASM1774534v1_genomic.fna",141
"GCF_017746675.1_ASM1774667v1_genomic.fna",141
"GCF_017811175.1_ASM1781117v1_genomic.fna",645
"GCF_017873055.1_ASM1787305v1_genomic.fna",127
"GCF_017873095.1_ASM1787309v1_genomic.fna",646
"GCF_017873105.1_ASM1787310v1_genomic.fna",592
"GCF_017874595.1_ASM1787459v1_genomic.fna",647
"GCF_017876775.1_ASM1787677v1_genomic.fna",648
"GCF_017876815.1_ASM1787681v1_genomic.fna",649
"GCF_900007165.1_BN2476-7183_genomic.fna",650
"GCF_900018785.1_Xanthomonas_massiliensis_genomic.fna",651
"GCF_900019265.1_BN2475-7296_genomic.fna",652
"GCF_900044055.2_Burkholderia_sp._LMG_29321_genomic.fna",653
"GCF_900045375.1_AHY_PRJEB12187_v1_genomic.fna",64
"GCF_900078665.2_PRJEB13221_genomic.fna",654
"GCF_900078675.2_PRJEB13236_genomic.fna",655
"GCF_900078685.2_PRJEB13234_genomic.fna",656
"GCF_900092025.1_LMG947_genomic.fna",373
"GCF_900094545.1_IMG-taxon_2617270742_annotated_assembly_genomic.fna",657
"GCF_900094555.1_IMG-taxon_2615840609_annotated_assembly_genomic.fna",658
"GCF_900094565.1_IMG-taxon_2615840626_annotated_assembly_genomic.fna",659
"GCF_900094585.1_IMG-taxon_2615840698_annotated_assembly_genomic.fna",660
"GCF_900094595.1_IMG-taxon_2671180232_annotated_assembly_genomic.fna",661
"GCF_900094625.1_IMG-taxon_2615840624_annotated_assembly_genomic.fna",662
"GCF_900096975.1_IMG-taxon_2675903029_annotated_assembly_genomic.fna",663
"GCF_900099775.1_IMG-taxon_2596583570_annotated_assembly_genomic.fna",62
"GCF_900100305.1_IMG-taxon_2634166347_annotated_assembly_genomic.fna",664
"GCF_900100735.1_IMG-taxon_2651870170_annotated_assembly_genomic.fna",665
"GCF_900101175.1_IMG-taxon_2623620583_annotated_assembly_genomic.fna",192
"GCF_900102105.1_IMG-taxon_2671180227_annotated_assembly_genomic.fna",266
"GCF_900102625.1_IMG-taxon_2615840716_annotated_assembly_genomic.fna",666
"GCF_900103645.1_IMG-taxon_2671180222_annotated_assembly_genomic.fna",667
"GCF_900104515.1_IMG-taxon_2634166355_annotated_assembly_genomic.fna",668
"GCF_900104845.1_IMG-taxon_2693429824_annotated_assembly_genomic.fna",669
"GCF_900106525.1_IMG-taxon_2675903697_annotated_assembly_genomic.fna",670
"GCF_900107225.1_IMG-taxon_2675903026_annotated_assembly_genomic.fna",229
"GCF_900107605.1_IMG-taxon_2675903230_annotated_assembly_genomic.fna",671
"GCF_900107685.1_IMG-taxon_2651870102_annotated_assembly_genomic.fna",672
"GCF_900108355.1_IMG-taxon_2654588150_annotated_assembly_genomic.fna",125
"GCF_900108425.1_Tibet_genomic.fna",93
"GCF_900108565.1_IMG-taxon_2636415969_annotated_assembly_genomic.fna",673
"GCF_900108945.1_IMG-taxon_2654588103_annotated_assembly_genomic.fna",674
"GCF_900109265.1_IMG-taxon_2654587898_annotated_assembly_genomic.fna",271
"GCF_900109605.1_IMG-taxon_2617270885_annotated_assembly_genomic.fna",675
"GCF_900109675.1_IMG-taxon_2651870119_annotated_assembly_genomic.fna",669
"GCF_900110205.1_IMG-taxon_2671180023_annotated_assembly_genomic.fna",93
"GCF_900110225.1_IMG-taxon_2599185145_annotated_assembly_genomic.fna",676
"GCF_900111115.1_IMG-taxon_2597490351_annotated_assembly_genomic.fna",677
"GCF_900112675.1_IMG-taxon_2634166315_annotated_assembly_genomic.fna",678
"GCF_900113035.1_IMG-taxon_2634166330_annotated_assembly_genomic.fna",679
"GCF_900113825.1_IMG-taxon_2671180118_annotated_assembly_genomic.fna",486
"GCF_900116445.1_IMG-taxon_2671180117_annotated_assembly_genomic.fna",680
"GCF_900116825.1_IMG-taxon_2634166357_annotated_assembly_genomic.fna",180
"GCF_900119825.1_IMG-taxon_2599185263_annotated_assembly_genomic.fna",681
"GCF_900129055.1_IMG-taxon_2582581266_annotated_assembly_genomic.fna",682
"GCF_900129205.1_IMG-taxon_2582581272_annotated_assembly_genomic.fna",683
"GCF_900129695.1_IMG-taxon_2595698223_annotated_assembly_genomic.fna",73
"GCF_900142195.1_IMG-taxon_2654588105_annotated_assembly_genomic.fna",684
"GCF_900155935.1_IMG-taxon_2681812867_annotated_assembly_genomic.fna",685
"GCF_900157365.1_PRJEB19151_genomic.fna",686
"GCF_900157375.1_PRJEB19165_genomic.fna",687
"GCF_900157385.1_PRJEB19184_genomic.fna",688
"GCF_900167055.1_IMG-taxon_2568526003_annotated_assembly_genomic.fna",689
"GCF_900167565.1_IMG-taxon_2708742389_annotated_assembly_genomic.fna",622
"GCF_900176255.2_PRJEB20293_genomic.fna",690
"GCF_900176645.1_LMG28154v1_genomic.fna",691
"GCF_900186865.1_49243_F02_genomic.fna",95
"GCF_900187065.1_50465_H02_genomic.fna",39
"GCF_900187205.1_52191_D01_genomic.fna",145
"GCF_900187875.1_IMG-taxon_2710264786_annotated_assembly_genomic.fna",692
"GCF_900205755.1_IMG-taxon_2710724120_annotated_assembly_genomic.fna",693
"GCF_900215535.1_IMG-taxon_2718217650_annotated_assembly_genomic.fna",538
"GCF_900220975.1_IMG-taxon_2740891857_annotated_assembly_genomic.fna",694
"GCF_900232995.1_PRJEB22891_genomic.fna",695
"GCF_900258035.1_LMG28615_genomic.fna",696
"GCF_900292015.1_MB901379_genomic.fna",697
"GCF_900446175.1_52223_E01_genomic.fna",81
"GCF_900446205.1_51485_A01_genomic.fna",45
"GCF_900446215.1_51699_B01_genomic.fna",698
"GCF_900446225.1_57845_E01_genomic.fna",122
"GCF_900446245.1_58116_D01_genomic.fna",2
"GCF_900453085.1_49677_D01_genomic.fna",551
"GCF_900453225.1_46941_C01_genomic.fna",40
"GCF_900453365.1_52601_E01_genomic.fna",547
"GCF_900453395.1_53750_B01_genomic.fna",313
"GCF_900453455.1_52223_C01_genomic.fna",169
"GCF_900454025.1_49243_C02_genomic.fna",699
"GCF_900454355.1_52184_F01_genomic.fna",135
"GCF_900454575.1_52465_H01_genomic.fna",146
"GCF_900455835.1_51699_E01_genomic.fna",129
"GCF_900461225.1_51108_F01_genomic.fna",41
"GCF_900461435.1_46693_E02_genomic.fna",700
"GCF_900476395.1_CPBF_424_genomic.fna",701
"GCF_900566055.1_LAUMK13_genomic.fna",702
"GCF_900566075.1_MK142_genomic.fna",703
"GCF_900566085.1_LAUMK41_genomic.fna",704
"GCF_900608545.1_3723STDY6437371_genomic.fna",18
"GCF_900637195.1_50279_F01_genomic.fna",171
"GCF_900637205.1_50279_G01_genomic.fna",555
"GCF_900637555.1_51726_E01_genomic.fna",23
"GCF_902153235.2_JP120.v3_genomic.fna",155
"GCF_902153245.2_JP121.v3_genomic.fna",705
"GCF_902459555.1_LMG_31112_genomic.fna",706
"GCF_902459565.1_LMG_31011_genomic.fna",707
"GCF_902459575.1_LMG_31116_genomic.fna",135
"GCF_902459585.1_LMG_31109_genomic.fna",708
"GCF_902459595.1_LMG_31014_genomic.fna",709
"GCF_902459615.1_LMG_31010_genomic.fna",710
"GCF_902459645.1_LMG_31114_genomic.fna",711
"GCF_902459655.1_LMG_31108_genomic.fna",712
"GCF_902459665.1_LMG_31106_genomic.fna",709
"GCF_902459685.1_LMG_31009_genomic.fna",713
"GCF_902459705.1_LMG_31013_genomic.fna",714
"GCF_902459725.1_LMG_31012_genomic.fna",715
"GCF_902459735.1_LMG_20602_genomic.fna",716
"GCF_902459745.1_LMG_31110_genomic.fna",717
"GCF_902459765.1_LMG_31117_genomic.fna",718
"GCF_902459775.1_LMG_31118_genomic.fna",719
"GCF_902459805.1_LMG_20603_genomic.fna",720
"GCF_902498995.1_ASM90249899v1_genomic.fna",721
"GCF_902499035.1_ASM90249903v1_genomic.fna",511
"GCF_902499045.1_ASM90249904v1_genomic.fna",513
"GCF_902499065.1_ASM90249906v1_genomic.fna",722
"GCF_902499075.1_ASM90249907v1_genomic.fna",723
"GCF_902499115.1_ASM90249911v1_genomic.fna",514
"GCF_902499125.1_ASM90249912v1_genomic.fna",724
"GCF_902499135.1_ASM90249913v1_genomic.fna",725
"GCF_902499155.1_ASM90249915v1_genomic.fna",512
"GCF_902499165.1_ASM90249916v1_genomic.fna",726
"GCF_902499175.1_ASM90249917v1_genomic.fna",727
"GCF_902502825.2_E03_1.v3_genomic.fna",155
"GCF_902829515.1_ASM90282951v1_genomic.fna",18
"GCF_902830275.1_ASM90283027v1_genomic.fna",512
"GCF_902830295.1_ASM90283029v1_genomic.fna",152
"GCF_902830395.1_ASM90283039v1_genomic.fna",721
"GCF_902832765.1_Burkholderia_glumae_LMG_2196_genomic.fna",153
"GCF_902832845.1_ASM90283284v1_genomic.fna",722
"GCF_902832885.1_Burkholderia_seminalis_LMG_24067_genomic.fna",726
"GCF_902832895.1_ASM90283289v1_genomic.fna",167
"GCF_902832905.1_ASM90283290v1_genomic.fna",183
"GCF_902833055.1_ASM90283305v1_genomic.fna",511
"GCF_902833515.1_ASM90283351v1_genomic.fna",198
"GCF_902833635.1_ASM90283363v1_genomic.fna",106
"GCF_902833645.1_ASM90283364v1_genomic.fna",104
"GCF_902833655.1_ASM90283365v1_genomic.fna",728
"GCF_902833665.1_Paraburkholderia_phymatum_LMG_21445_genomic.fna",11
"GCF_902833685.1_ASM90283368v1_genomic.fna",125
"GCF_902833705.1_Paraburkholderia_kururiensis_LMG_19447_genomic.fna",124
"GCF_902833715.1_ASM90283371v1_genomic.fna",142
"GCF_902833725.1_ASM90283372v1_genomic.fna",79
"GCF_902833815.1_ASM90283381v1_genomic.fna",684
"GCF_902833845.1_ASM90283384v1_genomic.fna",156
"GCF_902833865.1_ASM90283386v1_genomic.fna",271
"GCF_902833905.1_Paraburkholderia_tuberum_LMG_21444_genomic.fna",729
"GCF_902833925.1_ASM90283392v1_genomic.fna",362
"GCF_902859775.1_LMG_27174_genomic.fna",361
"GCF_902859785.1_LMG_18924_genomic.fna",20
"GCF_902859805.1_LMG_24238_genomic.fna",730
"GCF_902859815.1_LMG_24076_genomic.fna",360
"GCF_902859825.1_LMG_22037_genomic.fna",728
"GCF_902859845.1_LMG_29660_genomic.fna",298
"GCF_902859895.1_LMG_28138_genomic.fna",731
"GCF_902859905.1_LMG_28690_genomic.fna",410
"GCF_902859915.1_LMG_28614_genomic.fna",732
"GCF_902859935.1_LMG_27177_genomic.fna",733
"GCF_902859945.1_LMG_28688_genomic.fna",734
"GCF_904848585.1_LMG_28727_genomic.fna",735
"GCF_904848625.1_LMG_28140_genomic.fna",736
"GCF_904848645.1_LMG_24235_genomic.fna",737
"GCF_904848665.1_LMG_27952_genomic.fna",738
