## miComplete
## v1.1.1
## Weights:	/home/agrega/micomplete/lib/python3.8/site-packages/micomplete/share/Bact105.weights
## Weights Standard deviation:	0.13917826966028532
Name	Length	GC-content	Present Markers	Completeness	Redundancy	Weighted completeness	Weighted redundancy	Contigs	N50	L50	N90	L90	CDs	
GCF_0021020151_ASM210201v1_genomic	4933400	65.89	105	1.0000	1.0190	1.0	1.033	146	71256	19	21207	68	4853	
GCF_0021019651_ASM210196v1_genomic	7516859	66.42	104	0.9905	1.0481	0.9918	1.0583	36	481307	6	168281	17	7342	
GCF_0021020251_ASM210202v1_genomic	5420516	69.18	105	1.0000	1.0476	1.0	1.0338	52	220473	8	53813	27	5020	
GCF_0021020551_ASM210205v1_genomic	5023765	63.92	104	0.9905	1.0385	0.9918	1.0593	9	936739	3	334843	6	4900	
GCF_0021020651_ASM210206v1_genomic	6468817	66.44	104	0.9905	1.0288	0.9918	1.0393	42	320022	7	100036	20	6253	
GCF_0021021051_ASM210210v1_genomic	5841691	67.5	104	0.9905	1.0096	0.9918	1.0132	57	244628	7	77849	25	5527	
GCF_0021020951_ASM210209v1_genomic	6200614	67.37	105	1.0000	1.0000	1.0	1.0	92	221692	11	34238	47	5720	
GCF_0021021151_ASM210211v1_genomic	3952103	67.55	104	0.9905	1.0385	0.9998	1.0525	74	123422	12	35014	33	3849	
GCF_0021021551_ASM210215v1_genomic	5630674	68.5	105	1.0000	1.0000	1.0	1.0	71	163313	13	53844	37	5292	
GCF_0021021851_ASM210218v1_genomic	4731047	66.01	105	1.0000	1.0190	1.0	1.0222	35	284076	6	86395	17	4549	
GCF_0021022151_ASM210221v1_genomic	4905288	66.89	105	1.0000	1.0095	1.0	1.0216	187	55464	29	15430	94	4615	
GCF_0021021751_ASM210217v1_genomic	5816659	66.2	104	0.9905	1.0000	0.9918	1.0	154	85262	23	23371	73	5284	
GCF_0021022651_ASM210226v1_genomic	4812247	67.92	105	1.0000	1.0190	1.0	1.0222	59	159248	11	57523	29	4628	
GCF_0021023351_ASM210233v1_genomic	5891740	68.39	105	1.0000	1.0190	1.0	1.0208	91	177034	10	39759	41	5494	
GCF_0021022551_ASM210225v1_genomic	6727177	66.62	104	0.9905	1.0000	0.9918	1.0	189	86703	24	20470	81	6379	
GCF_0021023451_ASM210234v1_genomic	7050152	66.26	105	1.0000	1.0381	1.0	1.0644	78	201665	13	67598	37	6815	
GCF_0021023951_ASM210239v1_genomic	3591083	70.28	104	0.9905	1.0000	0.9918	1.0	57	127871	9	38575	28	3439	
GCF_0021023551_ASM210235v1_genomic	5562166	67.01	105	1.0000	1.0190	1.0	1.0222	128	125930	15	22784	52	5260	
GCF_0021046751_ASM210467v1_genomic	5225940	65.51	105	1.0000	1.0286	1.0	1.0324	142	114870	12	31421	44	4717	
GCF_0021024151_ASM210241v1_genomic	6366285	66.6	105	1.0000	1.0286	1.0	1.0374	48	258006	10	79033	27	5997	
GCF_0021047351_ASM210473v1_genomic	5474110	68.07	105	1.0000	1.0190	1.0	1.0222	111	123255	14	31741	46	5193	
GCF_0021047651_ASM210476v1_genomic	6266718	66.76	104	0.9905	1.0385	0.9918	1.0565	133	154398	14	42682	41	5933	
GCF_0021047951_ASM210479v1_genomic	4078902	69.35	105	1.0000	1.0095	1.0	1.0217	129	66598	19	19156	58	4043	
GCF_0021057551_ASM210575v1_genomic	5581643	68.09	104	0.9905	1.0288	0.9918	1.0356	1	5581643	1	5581643	1	5319	
GCF_0021571451_ASM215714v1_genomic	4122625	64.24	104	0.9905	1.0096	0.9884	1.0169	1	4122625	1	4122625	1	3911	
GCF_0021166351_ASM211663v1_genomic	6672659	65.84	105	1.0000	1.0095	1.0	1.0002	178	95710	21	24062	67	5874	
GCF_0021588651_ASM215886v1_genomic	4522913	67.93	105	1.0000	1.0095	1.0	1.0008	1	4522913	1	4522913	1	3842	
GCF_0021925351_ASM219253v1_genomic	2008240	45.3	105	1.0000	1.0000	1.0	1.0	5	1160156	1	283327	3	2017	
GCF_0021578351_ASM215783v1_genomic	8080416	66.46	104	0.9905	1.0192	0.9918	1.0224	5	7595921	1	7595921	1	7869	
GCF_0021919551_ASM219195v1_genomic	4870882	63.21	105	1.0000	1.0286	1.0	1.0361	130	169893	10	50897	31	4317	
GCF_0022066251_ASM220662v1_genomic	1975812	45.2	105	1.0000	1.0000	1.0	1.0	9	595323	2	142243	4	2045	
GCF_0022066351_ASM220663v1_genomic	2135084	45.98	105	1.0000	1.0000	1.0	1.0	37	151196	5	33107	15	2186	
GCF_0022041851_ASM220418v1_genomic	6294057	61.06	104	0.9905	1.0288	0.9814	1.0383	77	239649	9	76954	25	6085	
GCF_0022058451_ASM220584v1_genomic	6057990	68.41	104	0.9905	1.0192	0.9884	1.0209	43	489219	4	89791	15	5479	
GCF_0022146451_ASM221464v1_genomic	4061276	66.65	105	1.0000	1.0286	1.0	1.0159	1	4061276	1	4061276	1	3741	
GCF_0022242251_ASM222422v1_genomic	1775978	44.09	105	1.0000	1.0095	1.0	1.0151	6	1057997	1	254032	3	1778	
GCF_0022182651_ASM221826v1_genomic	5155996	64.68	105	1.0000	1.0190	1.0	1.0151	3	5048412	1	5048412	1	4331	
GCF_0022455351_ASM224553v1_genomic	5496052	66.73	105	1.0000	1.0095	1.0	1.0199	76	178807	10	40919	32	5379	
GCF_0022456151_ASM224561v1_genomic	5376391	66.79	105	1.0000	1.0095	1.0	1.022	58	200051	9	59624	29	5146	
GCF_0022192851_ASM221928v1_genomic	6133600	67.71	105	1.0000	1.0190	1.0	1.0222	3	5865644	1	5865644	1	5725	
GCF_0022456251_ASM224562v1_genomic	5137998	65.68	103	0.9810	1.0000	0.9802	1.0	31	489359	4	167759	11	4642	
GCF_0022506551_ASM225065v1_genomic	6066978	65.92	104	0.9905	1.0192	0.9998	1.0222	78	167586	11	66691	33	5884	
GCF_0022516951_ASM225169v1_genomic	5770663	66.39	105	1.0000	1.0667	1.0	1.0435	2	3838865	1	1931798	2	5084	
GCF_0022885251_ASM228852v1_genomic	6094027	62.03	104	0.9905	1.0096	0.9918	1.0122	3	3672259	1	2011513	2	5697	
GCF_0023271051_ASM232710v1_genomic	3351776	68.3	105	1.0000	1.0095	1.0	1.0151	1	3351776	1	3351776	1	2986	
GCF_0022780751_ASM227807v1_genomic	8907716	62.94	105	1.0000	1.0381	1.0	1.0566	8	2992211	2	664981	3	8096	
GCF_0023563351_ASM235633v1_genomic	4994485	63.95	104	0.9905	1.0288	0.9918	1.0356	1	4994485	1	4994485	1	4987	
GCF_0023563151_ASM235631v1_genomic	5232660	67.26	105	1.0000	1.0190	1.0	1.0222	1	5232660	1	5232660	1	4930	
GCF_0023622951_ASM236229v1_genomic	7750452	67.11	105	1.0000	1.0095	1.0	1.0008	154	100069	24	37097	71	7040	
GCF_0025318551_ASM253185v1_genomic	7268818	60.83	103	0.9810	1.0000	0.9813	1.0	139	181699	13	34761	41	7039	
GCF_0025319351_ASM253193v1_genomic	6883664	61.38	105	1.0000	1.0190	1.0	1.0252	97	230095	9	51431	35	6529	
GCF_0025535051_ASM255350v1_genomic	6987256	66.47	105	1.0000	1.0571	1.0	1.0201	272	78065	29	16030	110	6878	
GCF_0025919751_ASM259197v1_genomic	6209311	65.33	105	1.0000	1.0190	1.0	1.0341	123	116368	17	30460	56	6147	
GCF_0025920051_ASM259200v1_genomic	6230283	69.39	105	1.0000	1.0476	1.0	1.0408	210	61684	33	15334	109	5971	
GCF_0026886251_ASM268862v1_genomic	5202720	64.55	105	1.0000	1.0190	1.0	1.0151	1	5202720	1	5202720	1	4296	
GCF_0027059251_ASM270592v1_genomic	6101088	66.09	104	0.9905	1.0096	0.9918	1.0177	200	5918302	1	5918302	1	5799	
GCF_0027508551_ASM275085v1_genomic	4176578	62.38	104	0.9905	1.0481	0.9814	1.0383	36	365947	4	115651	10	4129	
GCF_0027509751_ASM275097v1_genomic	4558397	66.41	104	0.9905	1.0288	0.9918	1.0364	9	4130972	1	4130972	1	4084	
GCF_0028371351_ASM283713v1_genomic	2699505	63.76	105	1.0000	1.0000	1.0	1.0	115	49957	20	11039	62	2523	
GCF_0028035151_ASM280351v1_genomic	4871419	65.87	105	1.0000	1.0286	1.0	1.0361	7	4195520	1	442018	2	4419	
GCF_0028462051_ASM284620v1_genomic	5318553	63.96	105	1.0000	1.0286	1.0	1.0361	95	767534	3	81472	13	4394	
GCF_0028798551_ASM287985v1_genomic	6096209	62.94	105	1.0000	1.0286	1.0	1.029	103	231363	10	61769	31	5468	
GCF_0028798751_ASM287987v1_genomic	6580849	64.61	105	1.0000	1.0381	1.0	1.0515	158	187187	13	47406	35	5868	
GCF_0028959451_ASM289594v1_genomic	2847002	63.35	105	1.0000	1.0095	1.0	1.0151	3	1664168	1	1181591	2	2556	
GCF_0028798651_ASM287986v1_genomic	8029899	61.71	105	1.0000	1.0381	1.0	1.0458	169	226289	12	40087	44	7419	
GCF_0028798851_ASM287988v1_genomic	7093230	63.27	105	1.0000	1.0381	1.0	1.0337	102	186667	13	72897	37	6437	
GCF_0028967151_ASM289671v1_genomic	4713153	56.23	102	0.9714	1.0000	0.972	1.0	30	344460	5	135583	13	4505	
GCF_0029029451_ASM290294v1_genomic	9032490	62.58	105	1.0000	1.0286	1.0	1.029	4	2890530	2	2011334	3	7991	
GCF_0029029251_ASM290292v1_genomic	10062489	61.92	105	1.0000	1.0476	1.0	1.0597	4	3002289	2	2682528	3	8968	
GCF_0029145251_ASM291452v1_genomic	7268818	60.83	103	0.9810	1.0000	0.9813	1.0	139	181699	13	34761	41	7039	
GCF_0029029651_ASM290296v1_genomic	11527706	61.79	105	1.0000	1.0571	1.0	1.0873	6	3269803	2	971216	4	10516	
GCF_0029270451_ASM292704v1_genomic	3288408	61.26	105	1.0000	1.0095	1.0	1.0151	76	213816	6	29851	19	2989	
GCF_0029151751_ASM291517v1_genomic	5464393	56.53	103	0.9810	1.0291	0.9813	1.0556	23	504403	5	235142	11	5213	
GCF_0029170951_ASM291709v1_genomic	6947977	64.09	105	1.0000	1.0286	1.0	1.029	58	294829	7	76164	26	6153	
GCF_0029306151_ASM293061v1_genomic	3643199	67.68	105	1.0000	1.0190	1.0	1.0175	33	236508	6	106264	15	3451	
GCF_0029334151_ASM293341v1_genomic	3830945	70.31	105	1.0000	1.0095	1.0	1.0008	48	174537	8	51106	23	3617	
GCF_0029397051_ASM293970v1_genomic	3684184	63.05	105	1.0000	1.0095	1.0	1.0151	148	168122	7	39624	21	3181	
GCF_0029344551_ASM293445v1_genomic	6714023	62.99	105	1.0000	1.0190	1.0	1.0159	61	252951	9	72738	27	6110	
GCF_0029397551_XbrCFBP1976_genomic	4911280	64.0	105	1.0000	1.0286	1.0	1.0361	223	130879	13	23385	44	4358	
GCF_0029398651_ASM293986v1_genomic	5314178	64.27	105	1.0000	1.0286	1.0	1.0361	152	112759	15	26465	52	4466	
GCF_0029398851_ASM293988v1_genomic	4424197	65.42	105	1.0000	1.0190	1.0	1.0151	181	105102	15	24164	47	3757	
GCF_0029398951_ASM293989v1_genomic	4914999	68.06	105	1.0000	1.0095	1.0	1.0151	104	208336	8	41948	29	4183	
GCF_0029399251_ASM293992v1_genomic	4922358	63.31	105	1.0000	1.0286	1.0	1.0361	135	135782	13	27021	44	4360	
GCF_0029399851_ASM293998v1_genomic	5057880	63.7	105	1.0000	1.0190	1.0	1.0151	102	145505	13	37373	40	4255	
GCF_0029400651_ASM294006v1_genomic	4338173	63.28	105	1.0000	1.0190	1.0	1.0151	407	27124	52	6525	175	4346	
GCF_0029400851_ASM294008v1_genomic	4918229	69.06	105	1.0000	1.0095	1.0	1.0151	57	222197	8	95675	21	4101	
GCF_0029406051_XthCFBP4691_genomic	4544741	68.39	105	1.0000	1.0095	1.0	1.0151	435	32023	42	7627	153	4250	
GCF_0029805951_ASM298059v1_genomic	3832968	66.74	105	1.0000	1.0571	1.0	1.0629	162	70020	14	12265	63	3516	
GCF_0029685751_ASM296857v1_genomic	5725939	60.04	105	1.0000	1.0095	1.0	1.0255	146	186797	10	42882	34	5551	
GCF_0029686351_ASM296863v1_genomic	5869725	60.31	105	1.0000	1.0190	1.0	1.0392	68	390987	6	157354	15	5681	
GCF_0029806251_ASM298062v1_genomic	3778566	65.61	104	0.9905	1.0385	0.9869	1.0638	103	87606	15	28378	45	3429	
GCF_0029822151_ASM298221v1_genomic	4241659	65.33	101	0.9619	1.0297	0.9766	1.0282	258	27952	45	8295	147	4168	
GCF_0029822251_ASM298222v1_genomic	4304631	65.56	104	0.9905	1.0192	0.9918	1.0224	141	98715	15	26817	43	4071	
GCF_0029822751_ASM298227v1_genomic	4325454	65.57	104	0.9905	1.0192	0.9918	1.0224	162	113505	13	29512	41	4105	
GCF_0029823351_ASM298233v1_genomic	4352625	65.53	104	0.9905	1.0288	0.9918	1.0224	150	101906	14	36121	40	4086	
GCF_0029834951_ASM298349v1_genomic	5198926	67.27	105	1.0000	1.0190	1.0	1.0222	44	345510	5	97922	15	4964	
GCF_0030085351_ASM300853v1_genomic	3901011	66.8	103	0.9810	1.0097	0.9826	1.0008	1	3901011	1	3901011	1	3531	
GCF_0030085951_ASM300859v1_genomic	4154448	63.29	105	1.0000	1.0095	1.0	1.0199	3	3917216	1	3917216	1	3838	
GCF_0030136951_ASM301369v1_genomic	3358427	69.08	105	1.0000	1.0190	1.0	1.0175	1	3358427	1	3358427	1	3009	
GCF_0030242351_ASM302423v1_genomic	2954299	70.19	104	0.9905	1.0192	0.9884	1.0322	42	171454	5	45436	17	2720	
GCF_0030157151_ASM301571v1_genomic	4909766	63.23	105	1.0000	1.0286	1.0	1.0361	1	4909766	1	4909766	1	4254	
GCF_0030021151_ASM300211v1_genomic	9620907	61.63	105	1.0000	1.0667	1.0	1.0769	88	273526	13	74041	37	8838	
GCF_0030634551_ASM306345v1_genomic	2972530	59.25	104	0.9905	1.0000	0.9918	1.0	11	787537	2	348587	5	2807	
GCF_0030634751_ASM306347v1_genomic	3029942	55.89	104	0.9905	1.0096	0.9884	1.0169	2	2870433	1	2870433	1	2957	
GCF_0030641051_ASM306410v1_genomic	5523779	63.6	105	1.0000	1.0571	1.0	1.057	443	41610	39	10542	130	5067	
GCF_0030583851_ASM305838v1_genomic	7851935	60.57	103	0.9810	1.0194	0.9813	1.0257	108	413138	5	61813	24	7517	
GCF_0030641251_ASM306412v1_genomic	5235373	64.37	105	1.0000	1.0286	1.0	1.0373	178	81416	22	22642	67	4607	
GCF_0030653851_ASM306538v1_genomic	1851737	48.15	105	1.0000	1.0095	1.0	1.0151	1	1851737	1	1851737	1	1931	
GCF_0030653651_ASM306536v1_genomic	1995529	49.51	105	1.0000	1.0000	1.0	1.0	1	1995529	1	1995529	1	2020	
GCF_0030641451_ASM306414v1_genomic	4690108	63.81	105	1.0000	1.0190	1.0	1.0151	281	61060	23	12167	86	4446	
GCF_0030725051_ASM307250v1_genomic	3157893	39.91	105	1.0000	1.0095	1.0	1.0151	2	3151306	1	3151306	1	3056	
GCF_0031823751_ASM318237v1_genomic	2948345	69.72	105	1.0000	1.0190	1.0	1.0175	26	398329	3	133768	9	2697	
GCF_0032051951_ASM320519v1_genomic	4933972	61.62	103	0.9810	1.0194	0.9813	1.0123	32	493163	4	124082	10	4751	
GCF_0031223251_ASM312232v1_genomic	6868712	61.93	104	0.9905	1.0385	0.9883	1.0718	62	302817	7	77397	22	6630	
GCF_0032405651_ASM324056v1_genomic	5899412	59.99	104	0.9905	1.0192	0.9814	1.0257	129	286636	6	33195	28	5607	
GCF_0032612351_ASM326123v1_genomic	1833375	45.56	104	0.9905	1.0096	0.9918	1.0153	1	1833375	1	1833375	1	1890	
GCF_0032405851_ASM324058v1_genomic	6540512	59.27	104	0.9905	1.0288	0.9814	1.0337	85	177535	8	57073	33	6388	
GCF_0032545751_ASM325457v1_genomic	5759757	67.86	105	1.0000	1.0286	1.0	1.0429	132	102117	17	26842	54	5552	
GCF_0032660451_ASM326604v1_genomic	4356336	65.5	104	0.9905	1.0192	0.9918	1.0224	167	66497	19	17488	61	4192	
GCF_0032936951_ASM329369v1_genomic	2592821	67.1	105	1.0000	1.0286	1.0	1.0319	1	2592821	1	2592821	1	2453	
GCF_0032690651_ASM326906v1_genomic	5469042	68.82	103	0.9810	1.0000	0.9792	1.0	130	78738	22	24700	67	4820	
GCF_0032690351_ASM326903v1_genomic	8014697	62.88	104	0.9905	1.0288	0.9918	1.0418	91	184852	11	62504	38	7113	
GCF_0033374251_ASM333742v1_genomic	3093613	65.4	102	0.9714	1.0098	0.9917	1.017	28	267773	4	59870	11	2791	
GCF_0033395251_ASM333952v1_genomic	2723407	48.25	105	1.0000	1.0000	1.0	1.0	1	2723407	1	2723407	1	2506	
GCF_0033377151_ASM333771v1_genomic	4521451	63.2	103	0.9810	1.0000	0.9813	1.0	32	334985	5	115969	13	4280	
GCF_0032940551_ASM329405v1_genomic	8933938	66.36	105	1.0000	1.0286	1.0	1.0159	182	157936	18	44009	55	8041	
GCF_0033375551_ASM333755v1_genomic	8162227	68.74	103	0.9810	1.0485	0.9802	1.0313	30	598786	5	165474	14	7502	
GCF_0033498251_ASM334982v1_genomic	3835611	70.3	105	1.0000	1.0095	1.0	1.0008	28	324832	5	88830	12	3599	
GCF_0033472051_ASM334720v1_genomic	7123288	67.12	105	1.0000	1.0095	1.0	1.0121	123	254710	10	83759	29	6947	
GCF_0033502651_ASM335026v1_genomic	6527402	64.73	105	1.0000	1.0286	1.0	1.0378	57	222449	10	77224	28	5785	
GCF_0033504751_ASM335047v1_genomic	5975233	69.43	103	0.9810	1.0097	0.9802	1.0008	29	386840	4	144361	14	5417	
GCF_0033530551_ASM335305v1_genomic	9195524	65.05	104	0.9905	1.0673	0.9918	1.0395	248	94015	27	21248	111	8459	
GCF_0033531751_ASM335317v1_genomic	8405011	62.37	105	1.0000	1.0286	1.0	1.029	96	266119	12	50421	40	7655	
GCF_0033671751_ASM336717v1_genomic	7369954	63.23	105	1.0000	1.0476	1.0	1.0621	49	368671	7	106307	21	6665	
GCF_0033822851_ASM338228v1_genomic	3953742	67.71	105	1.0000	1.0095	1.0	1.0151	27	285382	5	79236	15	3550	
GCF_0033683251_ASM336832v1_genomic	8324638	62.21	105	1.0000	1.0190	1.0	1.0159	3	4531000	1	3619047	2	7349	
GCF_0033904951_ASM339049v1_genomic	5106636	64.12	105	1.0000	1.0286	1.0	1.0353	1	5106636	1	5106636	1	4991	
GCF_0033909251_ASM339092v1_genomic	6700907	63.31	105	1.0000	1.0476	1.0	1.0689	90	171405	13	41774	41	5967	
GCF_0034175351_ASM341753v1_genomic	4583034	70.06	105	1.0000	1.0095	1.0	1.0008	37	322739	5	182294	12	4250	
GCF_0034316451_ASM343164v1_genomic	6304786	65.65	104	0.9905	1.0385	0.9918	1.0655	150	175929	12	56347	35	5592	
GCF_0033913951_ASM339139v1_genomic	6453310	65.72	104	0.9905	1.0385	0.9918	1.0655	1	6453310	1	6453310	1	5441	
GCF_0034316551_ASM343165v1_genomic	6362177	65.6	104	0.9905	1.0385	0.9918	1.0655	227	134406	16	28115	55	5708	
GCF_0034438951_ASM344389v1_genomic	8098302	64.91	105	1.0000	1.0286	1.0	1.028	109	157894	16	45366	52	7289	
GCF_0035687251_ASM356872v1_genomic	3764648	63.54	102	0.9714	1.0000	0.971	1.0	116	84865	16	27440	44	3385	
GCF_0035708851_ASM357088v1_genomic	3709074	64.28	105	1.0000	1.0000	1.0	1.0	19	980535	2	100446	8	3373	
GCF_0035686051_ASM356860v1_genomic	6722099	67.63	105	1.0000	1.0095	1.0	1.0151	2	3986340	1	2735759	2	5664	
GCF_0035464651_ASM354646v1_genomic	8567011	66.61	105	1.0000	1.0286	1.0	1.0159	4	3396456	2	1187985	3	7752	
GCF_0035746751_ASM357467v1_genomic	3755083	71.76	104	0.9905	1.0000	0.9918	1.0	123	89034	13	25993	42	3600	
GCF_0035863051_ASM358630v1_genomic	3120411	71.63	105	1.0000	1.0000	1.0	1.0	9	1736244	1	344197	3	2840	
GCF_0036041951_ASM360419v1_genomic	3712388	67.41	104	0.9905	1.0000	0.9884	1.0	55	354340	5	107532	13	3364	
GCF_0035847451_ASM358474v1_genomic	6061597	65.64	104	0.9905	1.0385	0.9918	1.0521	1	6061597	1	6061597	1	5560	
GCF_0036096951_ASM360969v1_genomic	6579338	65.65	102	0.9714	1.0392	0.9864	1.0658	2	6451936	1	6451936	1	6034	
GCF_0036097151_ASM360971v1_genomic	5080450	64.06	105	1.0000	1.0286	1.0	1.0353	1	5080450	1	5080450	1	4952	
GCF_0036144351_ASM361443v1_genomic	7224251	66.89	105	1.0000	1.0000	1.0	1.0	5	6730319	1	6730319	1	6444	
GCF_0036277551_ASM362775v1_genomic	8025568	59.43	104	0.9905	1.0673	0.9814	1.0828	4	4575315	1	550563	3	7614	
GCF_0036281251_ASM362812v1_genomic	6642683	64.23	105	1.0000	1.0095	1.0	1.0008	43	343682	6	119023	16	5630	
GCF_0036281451_ASM362814v1_genomic	6104960	63.45	105	1.0000	1.0286	1.0	1.0159	41	496967	4	126437	15	5366	
GCF_0036973451_ASM369734v1_genomic	2929486	65.65	103	0.9810	1.0291	0.9802	1.0436	74	158432	8	52865	21	2649	
GCF_0037033951_ASM370339v1_genomic	3374414	67.76	104	0.9905	1.0096	0.9884	1.0153	26	450344	4	64932	11	3023	
GCF_0037038151_ASM370381v1_genomic	4201169	65.39	104	0.9905	1.0096	0.9918	1.0008	13	733041	2	260444	6	3698	
GCF_0038145551_ASM381455v1_genomic	3585771	72.2	105	1.0000	1.0095	1.0	1.0151	16	909848	2	124650	5	3186	
GCF_0037198251_ASM371982v1_genomic	3910744	67.72	105	1.0000	1.0095	1.0	1.0151	19	534630	3	114194	9	3355	
GCF_0038438351_ASM384383v1_genomic	2733067	66.37	104	0.9905	1.0096	0.9884	1.0008	10	421623	2	174023	6	2550	
GCF_0038378651_ASM383786v1_genomic	6096551	62.98	105	1.0000	1.0190	1.0	1.0159	57	279744	8	80187	24	5392	
GCF_0038923451_ASM389234v1_genomic	3827229	64.88	103	0.9810	1.0000	0.9916	1.0	12	2068526	1	1720554	2	2995	
GCF_0038528951_ASM385289v1_genomic	6469231	66.81	103	0.9810	1.0291	0.9802	1.0265	27	623838	4	278575	10	5827	
GCF_0038552551_ASM385525v1_genomic	6905961	66.55	105	1.0000	1.0286	1.0	1.039	1	6905961	1	6905961	1	6677	
GCF_0039386551_ASM393865v1_genomic	6677025	60.97	105	1.0000	1.0286	1.0	1.0376	72	283356	10	63350	31	6487	
GCF_0039390251_ASM393902v1_genomic	6665510	61.29	104	0.9905	1.0192	0.9814	1.0414	68	297932	9	87175	23	6394	
GCF_0039512851_ASM395128v1_genomic	6765052	67.4	103	0.9810	1.0097	0.9802	1.0203	81	356981	8	79114	25	6365	
GCF_0039527251_ASM395272v1_genomic	4356607	62.3	104	0.9905	1.0192	0.9814	1.017	1	4356607	1	4356607	1	4196	
GCF_0039669151_ASM396691v1_genomic	2795004	48.94	103	0.9810	1.0000	0.9802	1.0	1	2795004	1	2795004	1	2383	
GCF_0039521651_ASM395216v1_genomic	7184833	67.44	104	0.9905	1.0000	0.9884	1.0	42	405226	6	131501	19	6543	
GCF_0039658151_ASM396581v1_genomic	6300928	67.44	77	0.7333	1.0000	0.817	1.0	15	1577928	2	256156	10	5707	
GCF_0039851251_ASM398512v1_genomic	6652103	61.36	104	0.9905	1.0288	0.9814	1.0617	80	270414	8	51124	30	6365	
GCF_0039851351_ASM398513v1_genomic	6611877	61.06	105	1.0000	1.0381	1.0	1.0376	41	379018	7	133830	18	6408	
GCF_0039851451_ASM398514v1_genomic	7122203	61.13	103	0.9810	1.0097	0.9813	1.0123	44	321130	6	100566	20	6709	
GCF_0039851551_ASM398515v1_genomic	7115113	60.77	104	0.9905	1.0385	0.9814	1.0657	62	440881	5	77642	17	6778	
GCF_0040147951_Mbrumaev1_genomic	3938050	69.17	105	1.0000	1.0190	1.0	1.0222	100	175322	7	34702	28	3800	
GCF_0039869351_ASM398693v1_genomic	7529251	64.82	105	1.0000	1.0286	1.0	1.0414	151	221499	12	62541	33	6713	
GCF_0041220951_ASM412209v1_genomic	4340104	68.21	105	1.0000	1.0190	1.0	1.0151	25	409705	4	134039	11	3656	
GCF_0040148051_ASM401480v1_genomic	5469939	67.62	105	1.0000	1.0095	1.0	1.0167	91	151908	13	53459	33	5302	
GCF_0041363751_ASM413637v1_genomic	4990672	63.69	105	1.0000	1.0190	1.0	1.0151	1	4990672	1	4990672	1	4762	
GCF_0041683651_ASM416836v1_genomic	4728975	58.65	104	0.9905	1.0192	0.9884	1.0365	2	4711779	1	4711779	1	4045	
GCF_0042173151_ASM421731v1_genomic	4198928	65.39	104	0.9905	1.0096	0.9918	1.0008	9	1042025	2	457426	5	3700	
GCF_0043102851_ASM431028v1_genomic	5024320	58.25	105	1.0000	1.0190	1.0	1.0457	34	484480	5	129544	14	4663	
GCF_0043413651_ASM434136v1_genomic	3778861	63.6	102	0.9714	1.0000	0.971	1.0	68	99154	13	33594	34	3361	
GCF_0043424651_ASM434246v1_genomic	4033925	70.22	105	1.0000	1.0095	1.0	1.0008	35	337016	4	108934	11	3823	
GCF_0043418851_ASM434188v1_genomic	6590828	65.03	104	0.9905	1.0192	0.9998	1.0376	97	209456	9	40188	32	6317	
GCF_0043425851_ASM434258v1_genomic	4215120	57.82	104	0.9905	1.0192	0.9884	1.0217	39	327275	5	83318	16	3817	
GCF_0043462651_ASM434626v1_genomic	2586957	70.03	105	1.0000	1.0190	1.0	1.0319	23	288138	3	101988	10	2350	
GCF_0043424851_ASM434248v1_genomic	5771016	68.93	103	0.9810	1.0291	0.9802	1.0382	108	118604	14	31539	48	5271	
GCF_0043528251_ASM435282v1_genomic	2965592	70.21	105	1.0000	1.0095	1.0	1.0151	7	1654519	1	1271577	2	2651	
GCF_0043528451_ASM435284v1_genomic	3039636	69.32	105	1.0000	1.0190	1.0	1.032	20	611157	2	56847	8	2761	
GCF_0043550251_ASM435502v1_genomic	5408993	64.15	104	0.9905	1.0385	0.9918	1.0593	34	531096	3	93990	12	5359	
GCF_0043579851_ASM435798v1_genomic	3727962	67.64	104	0.9905	1.0192	0.9884	1.0153	37	229018	5	64073	17	3394	
GCF_0043552451_ASM435524v1_genomic	5030282	63.92	104	0.9905	1.0385	0.9918	1.0593	1	5030282	1	5030282	1	4904	
GCF_0043539051_ASM435390v1_genomic	9532701	63.71	105	1.0000	1.0286	1.0	1.028	173	172576	16	38794	58	8711	
GCF_0043581651_ASM435816v1_genomic	3569262	68.49	105	1.0000	1.0190	1.0	1.0151	15	1875550	1	134591	6	3215	
GCF_0043580251_ASM435802v1_genomic	4747674	59.96	102	0.9714	1.0294	0.972	1.0569	29	1157938	2	220106	7	4591	
GCF_0043599651_ASM435996v1_genomic	2939468	70.46	103	0.9810	1.0485	0.9683	1.0362	133	42536	22	13000	69	2885	
GCF_0043637751_ASM436377v1_genomic	2427609	46.55	105	1.0000	1.0000	1.0	1.0	77	97570	9	18823	32	2280	
GCF_0043624051_ASM436240v1_genomic	4358700	67.52	104	0.9905	1.0096	0.9918	1.0008	22	475303	3	161513	10	3864	
GCF_0043665551_ASM436655v1_genomic	5549188	68.91	104	0.9905	1.0192	0.9998	1.0222	16	1180129	2	179381	6	5332	
GCF_0046819651_ASM468196v1_genomic	4590519	69.7	105	1.0000	1.0286	1.0	1.0385	12	622312	3	310028	8	4299	
GCF_0046820151_ASM468201v1_genomic	4794389	68.45	103	0.9810	1.0291	0.9802	1.0222	6	2576095	1	703460	3	4575	
GCF_0048037152_ASM480371v2_genomic	3040302	69.19	105	1.0000	1.0190	1.0	1.0151	1	3040302	1	3040302	1	2750	
